case_id,worker_mode,label,polling_interval_ms,lottery,notify_winners,worker_count,dequeue_calls,dequeue_empty,id,payload_name,job_type,status,created_at,enqueued_at,dequeued_at,completed_at,failed_at,latency_ms
2,polling,polling_50ms,50,0,0,4,19747,18747,181025,job-24,noop,completed,2026-02-22T01:05:31.045816Z,2026-02-22T01:05:31.045816Z,2026-02-22T01:05:31.081069Z,2026-02-22T01:05:31.086336Z,,35.253
2,polling,polling_50ms,50,0,0,4,19747,18747,181026,job-25,noop,completed,2026-02-22T01:05:31.299872Z,2026-02-22T01:05:31.299872Z,2026-02-22T01:05:31.303214Z,2026-02-22T01:05:31.308399Z,,3.342
2,polling,polling_50ms,50,0,0,4,19747,18747,181027,job-26,noop,completed,2026-02-22T01:05:31.555045Z,2026-02-22T01:05:31.555045Z,2026-02-22T01:05:31.559216Z,2026-02-22T01:05:31.564381Z,,4.171
2,polling,polling_50ms,50,0,0,4,19747,18747,181028,job-27,noop,completed,2026-02-22T01:05:31.809678Z,2026-02-22T01:05:31.809678Z,2026-02-22T01:05:31.829997Z,2026-02-22T01:05:31.834038Z,,20.319
2,polling,polling_50ms,50,0,0,4,19747,18747,181029,job-28,noop,completed,2026-02-22T01:05:32.066798Z,2026-02-22T01:05:32.066798Z,2026-02-22T01:05:32.102494Z,2026-02-22T01:05:32.106801Z,,35.696
2,polling,polling_50ms,50,0,0,4,19747,18747,181030,job-29,noop,completed,2026-02-22T01:05:32.321326Z,2026-02-22T01:05:32.321326Z,2026-02-22T01:05:32.32586Z,2026-02-22T01:05:32.333157Z,,4.534
2,polling,polling_50ms,50,0,0,4,19747,18747,181031,job-30,noop,completed,2026-02-22T01:05:32.576459Z,2026-02-22T01:05:32.576459Z,2026-02-22T01:05:32.598902Z,2026-02-22T01:05:32.605911Z,,22.443
2,polling,polling_50ms,50,0,0,4,19747,18747,181032,job-31,noop,completed,2026-02-22T01:05:32.830619Z,2026-02-22T01:05:32.830619Z,2026-02-22T01:05:32.878541Z,2026-02-22T01:05:32.885171Z,,47.922
2,polling,polling_50ms,50,0,0,4,19747,18747,181033,job-32,noop,completed,2026-02-22T01:05:33.088601Z,2026-02-22T01:05:33.088601Z,2026-02-22T01:05:33.096694Z,2026-02-22T01:05:33.103621Z,,8.093
2,polling,polling_50ms,50,0,0,4,19747,18747,181034,job-33,noop,completed,2026-02-22T01:05:33.343486Z,2026-02-22T01:05:33.343486Z,2026-02-22T01:05:33.365899Z,2026-02-22T01:05:33.372095Z,,22.413
2,polling,polling_50ms,50,0,0,4,19747,18747,181035,job-34,noop,completed,2026-02-22T01:05:33.597851Z,2026-02-22T01:05:33.597851Z,2026-02-22T01:05:33.639801Z,2026-02-22T01:05:33.645058Z,,41.950
2,polling,polling_50ms,50,0,0,4,19747,18747,181036,job-35,noop,completed,2026-02-22T01:05:33.854807Z,2026-02-22T01:05:33.854807Z,2026-02-22T01:05:33.859133Z,2026-02-22T01:05:33.864608Z,,4.326
2,polling,polling_50ms,50,0,0,4,19747,18747,181037,job-36,noop,completed,2026-02-22T01:05:34.10933Z,2026-02-22T01:05:34.10933Z,2026-02-22T01:05:34.118195Z,2026-02-22T01:05:34.123468Z,,8.865
2,polling,polling_50ms,50,0,0,4,19747,18747,181038,job-37,noop,completed,2026-02-22T01:05:34.363088Z,2026-02-22T01:05:34.363088Z,2026-02-22T01:05:34.390342Z,2026-02-22T01:05:34.396535Z,,27.254
2,polling,polling_50ms,50,0,0,4,19747,18747,181039,job-38,noop,completed,2026-02-22T01:05:34.617376Z,2026-02-22T01:05:34.617376Z,2026-02-22T01:05:34.666342Z,2026-02-22T01:05:34.672059Z,,48.966
2,polling,polling_50ms,50,0,0,4,19747,18747,181040,job-39,noop,completed,2026-02-22T01:05:34.871129Z,2026-02-22T01:05:34.871129Z,2026-02-22T01:05:34.884987Z,2026-02-22T01:05:34.888432Z,,13.858
2,polling,polling_50ms,50,0,0,4,19747,18747,181041,job-40,noop,completed,2026-02-22T01:05:35.124614Z,2026-02-22T01:05:35.124614Z,2026-02-22T01:05:35.148351Z,2026-02-22T01:05:35.152627Z,,23.737
2,polling,polling_50ms,50,0,0,4,19747,18747,181042,job-41,noop,completed,2026-02-22T01:05:35.377558Z,2026-02-22T01:05:35.377558Z,2026-02-22T01:05:35.409474Z,2026-02-22T01:05:35.416415Z,,31.916
2,polling,polling_50ms,50,0,0,4,19747,18747,181043,job-42,noop,completed,2026-02-22T01:05:35.630864Z,2026-02-22T01:05:35.630864Z,2026-02-22T01:05:35.672091Z,2026-02-22T01:05:35.67609Z,,41.227
2,polling,polling_50ms,50,0,0,4,19747,18747,181044,job-43,noop,completed,2026-02-22T01:05:35.883272Z,2026-02-22T01:05:35.883272Z,2026-02-22T01:05:35.887769Z,2026-02-22T01:05:35.891993Z,,4.497
2,polling,polling_50ms,50,0,0,4,19747,18747,181045,job-44,noop,completed,2026-02-22T01:05:36.136153Z,2026-02-22T01:05:36.136153Z,2026-02-22T01:05:36.142846Z,2026-02-22T01:05:36.14636Z,,6.693
2,polling,polling_50ms,50,0,0,4,19747,18747,181046,job-45,noop,completed,2026-02-22T01:05:36.389164Z,2026-02-22T01:05:36.389164Z,2026-02-22T01:05:36.402193Z,2026-02-22T01:05:36.409112Z,,13.029
